#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Salicibibacter halophilus,Bacteria;Terrabacteria group;Firmicutes,NKC3-5,SAMN10716401,PRJNA513943,GCA_006740705.1,Complete,3.75417,45.9,chromosome:NZ_CP035485.1/CP035485.1,,1,3554,2019-07-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/705/GCA_006740705.1_ASM674070v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/705/GCF_006740705.1_ASM674070v1
Salimicrobium jeotgali,Bacteria;Terrabacteria group;Firmicutes,MJ3,SAMN03571250,PRJNA282544,GCA_001685435.3,Complete,2.77693,46.3069,chromosome:NZ_CP011361.2/CP011361.3; plasmid pSJ25:NZ_CP011363.1/CP011363.2; plasmid pSJ52:NZ_CP011362.1/CP011362.2,,3,2718,2015-05-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/435/GCA_001685435.3_ASM168543v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/435/GCF_001685435.2_ASM168543v3
Salinibacter ruber,Bacteria;FCB group;Bacteroidetes/Chlorobi group,P18,SAMN09375025,PRJNA474853,GCA_003491185.1,Complete,3.73992,66.2,chromosome:NZ_CP030356.1/CP030356.1,,1,2961,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/185/GCA_003491185.1_ASM349118v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/491/185/GCF_003491185.1_ASM349118v1
Salinicoccus halodurans,Bacteria;Terrabacteria group;Firmicutes,H3B36,SAMN03570113,PRJNA282445,GCA_001005905.1,Complete,2.77838,44.5,chromosome:NZ_CP011366.1/CP011366.1,,1,2725,2015-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/905/GCA_001005905.1_ASM100590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/905/GCF_001005905.1_ASM100590v1
Salinicola tamaricis,Bacteria;Proteobacteria;Gammaproteobacteria,F01,SAMN07653055,PRJNA407392,GCA_003006155.1,Complete,4.27624,65.7,chromosome:NZ_CP023559.1/CP023559.1,,1,3026,2018-03-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/155/GCA_003006155.1_ASM300615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/155/GCF_003006155.1_ASM300615v1
Salinimonas lutimaris,Bacteria;Proteobacteria;Gammaproteobacteria,DPSR-4,SAMN11026497,PRJNA524439,GCA_005222225.1,Complete,4.12353,49.8,chromosome:NZ_CP036536.1/CP036536.1,,1,3557,2019-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/225/GCA_005222225.1_ASM522222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/225/GCF_005222225.1_ASM522222v1
Saliniradius amylolyticus,Bacteria;Proteobacteria;Gammaproteobacteria,HMF8227,SAMN09065712,PRJNA449135,GCA_003143555.1,Complete,3.21495,52.1,chromosome:NZ_CP029347.1/CP029347.1,,1,2923,2018-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/555/GCA_003143555.1_ASM314355v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/555/GCF_003143555.1_ASM314355v1
Salinispira pacifica,Bacteria;Spirochaetes;Spirochaetia,L21-RPul-D2,SAMN02641517,PRJNA227794,GCA_000507245.1,Complete,3.7828,51.9,chromosome:NC_023035.1/CP006939.1,,1,3188,2013-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/245/GCA_000507245.1_ASM50724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/245/GCF_000507245.1_ASM50724v1
Salinispora tropica CNB-440,Bacteria;Terrabacteria group;Actinobacteria,CNB-440,SAMN02598367,PRJNA16342,GCA_000016425.1,Complete,5.18333,69.5,chromosome:NC_009380.1/CP000667.1,,1,4505,2007-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/425/GCA_000016425.1_ASM1642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1
Salinivibrio kushneri,Bacteria;Proteobacteria;Gammaproteobacteria,AL184,SAMN11525967,PRJNA540222,GCA_005280275.1,Complete,3.44329,50.6775,chromosome 1:NZ_CP040021.1/CP040021.1; chromosome 2:NZ_CP040022.1/CP040022.1,,2,3001,2019-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/275/GCA_005280275.1_ASM528027v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1
Salinivirga cyanobacteriivorans,Bacteria;FCB group;Bacteroidetes/Chlorobi group,L21-Spi-D4,SAMN04215233,PRJNA299794,GCA_001443605.1,Complete,4.81239,39,chromosome:NZ_CP013118.1/CP013118.1,,1,3755,2015-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/605/GCA_001443605.1_ASM144360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/443/605/GCF_001443605.1_ASM144360v1
Salipiger abyssi,Bacteria;Proteobacteria;Alphaproteobacteria,JLT2014,SAMN04562614,PRJNA315492,GCA_001975705.1,Complete,5.25907,65.6901,chromosome:NZ_CP015093.1/CP015093.1; plasmid pPABY1:NZ_CP015091.1/CP015091.1; plasmid pPABY2:NZ_CP015090.1/CP015090.1; plasmid pPABY3:NZ_CP015092.1/CP015092.1; plasmid pPABY4:NZ_CP015095.1/CP015095.1; plasmid pPABY5:NZ_CP015089.1/CP015089.1; plasmid pPABY6:NZ_CP015094.1/CP015094.1; plasmid pPABY7:NZ_CP015097.1/CP015097.1; plasmid pPABY8:NZ_CP015096.1/CP015096.1,,9,4994,2017-01-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/705/GCA_001975705.1_ASM197570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1
Salisediminibacterium beveridgei,Bacteria;Terrabacteria group;Firmicutes,MLTeJB,SAMN04011598,PRJNA261240,GCA_001721685.1,Complete,3.58227,46.1,chromosome:NZ_CP012502.1/CP012502.1,,1,3300,2016-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/685/GCA_001721685.1_ASM172168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/685/GCF_001721685.1_ASM172168v1
Salmonella bongori N268-08,Bacteria;Proteobacteria;Gammaproteobacteria,N268-08,SAMN02603391,PRJNA168043,GCA_000439255.1,Complete,4.77354,51.2793,chromosome:NC_021870.1/CP006608.1; plasmid RM1:NC_021871.1/CP006609.1,,2,4333,2013-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/255/GCA_000439255.1_ASM43925v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/255/GCF_000439255.1_ASM43925v1
Sandaracinus amylolyticus,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 53668,SAMN02719577,PRJNA242472,GCA_000737325.2,Complete,10.3273,72,chromosome:NZ_CP011125.1/CP011125.1,,1,8640,2015-05-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/325/GCA_000737325.2_ASM73732v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/325/GCF_000737325.1_ASM73732v2
Sanguibacter keddieii DSM 10542,Bacteria;Terrabacteria group;Actinobacteria,DSM 10542,SAMN02598426,PRJNA19711,GCA_000024925.1,Complete,4.25341,71.9,chromosome:NC_013521.1/CP001819.1,,1,3684,2009-11-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/925/GCA_000024925.1_ASM2492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/925/GCF_000024925.1_ASM2492v1
Saprospira grandis str. Lewin,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Lewin,SAMN02602989,PRJNA67697,GCA_000250635.1,Complete,4.40018,46.4012,chromosome:NC_016940.1/CP002831.1; plasmid unnamed:NC_016936.1/CP002832.1,,2,3343,2012-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/635/GCA_000250635.1_ASM25063v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/635/GCF_000250635.1_ASM25063v1
Scandinavium goeteborgense,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 66741,SAMN05150228,PRJNA305687,GCA_003935895.2,Complete,4.71396,54.3183,chromosome:NZ_CP054058.1/CP054058.1; plasmid pSg66741_1:NZ_CP054057.1/CP054057.1,,2,4346,2020-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/935/895/GCA_003935895.2_ASM393589v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/895/GCF_003935895.2_ASM393589v2
Scardovia inopinata JCM 12537,Bacteria;Terrabacteria group;Actinobacteria,JCM 12537,SAMD00061049,PRJDB65,GCA_001042695.1,Complete,1.79786,48.6,chromosome Unknown:NZ_AP012334.1/AP012334.1,,1,1416,2015-03-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/695/GCA_001042695.1_ASM104269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/695/GCF_001042695.1_ASM104269v1
Schaalia cardiffensis F0333,Bacteria;Terrabacteria group;Actinobacteria,F0333,SAMN00260255,PRJNA543187,GCA_005886435.1,Complete,2.23059,61.4,chromosome:NZ_CP040505.1/CP040505.1,,1,1755,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/435/GCA_005886435.1_ASM588643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/435/GCF_005886435.1_ASM588643v1
Schlegelella thermodepolymerans,Bacteria;Proteobacteria;Betaproteobacteria,DSM 15344,SAMN16675030,PRJNA674774,GCA_015476235.1,Complete,3.8585,70.3,chromosome:NZ_CP064338.1/CP064338.1,,1,3567,2020-11-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/476/235/GCA_015476235.1_ASM1547623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/476/235/GCF_015476235.1_ASM1547623v1
Schleiferilactobacillus harbinensis,Bacteria;Terrabacteria group;Firmicutes,NSMJ42,SAMN12217290,PRJNA552757,GCA_008694105.1,Complete,3.29063,53.4,chromosome:NZ_CP041364.1/CP041364.1,,1,3127,2019-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/694/105/GCA_008694105.1_ASM869410v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/694/105/GCF_008694105.1_ASM869410v1
Sebaldella termitidis ATCC 33386,Bacteria;Fusobacteria;Fusobacteriia,ATCC 33386,SAMN02598468,PRJNA29539,GCA_000024405.1,Complete,4.48665,33.4235,chromosome:NC_013517.1/CP001739.1; plasmid pSTERM01:NC_013518.1/CP001740.1; plasmid pSTERM02:NC_013519.1/CP001741.1,,3,4150,2009-11-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/405/GCA_000024405.1_ASM2440v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/405/GCF_000024405.1_ASM2440v1
secondary endosymbiont of Ctenarytaina eucalypti,Bacteria;Proteobacteria;Gammaproteobacteria,Ceuc_S,SAMN02604351,PRJNA165193,GCA_000287335.1,Complete,1.44114,43.3,chromosome:NC_018419.1/CP003546.1,,1,710,2012-08-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/335/GCA_000287335.1_ASM28733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/335/GCF_000287335.1_ASM28733v1
Secundilactobacillus malefermentans,Bacteria;Terrabacteria group;Firmicutes,CBA3618,SAMN11843680,PRJNA544551,GCA_008033155.1,Complete,2.0874,41.0305,chromosome:NZ_CP042371.1/CP042371.1; plasmid unnamed1:NZ_CP042372.1/CP042372.1; plasmid unnamed2:NZ_CP042373.1/CP042373.1,,3,1932,2019-08-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/155/GCA_008033155.1_ASM803315v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/155/GCF_008033155.1_ASM803315v1
Sedimenticola thiotaurini,Bacteria;Proteobacteria;Gammaproteobacteria,SIP-G1,SAMN03581174,PRJNA282984,GCA_001007875.1,Complete,3.96228,57.5722,chromosome:NZ_CP011412.1/CP011412.1; plasmid unnamed:NZ_CP011413.1/CP011413.1,,2,3620,2015-05-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/875/GCA_001007875.1_ASM100787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/875/GCF_001007875.1_ASM100787v1
Sedimentisphaera cyanobacteriorum,Bacteria;PVC group;Planctomycetes,L21-RPul-D3,SAMN06284442,PRJNA369350,GCA_001997385.1,Complete,2.95161,46.2,chromosome:NZ_CP019633.1/CP019633.1,,1,2265,2017-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/997/385/GCA_001997385.1_ASM199738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/385/GCF_001997385.1_ASM199738v1
Sediminispirochaeta smaragdinae DSM 11293,Bacteria;Spirochaetes;Spirochaetia,DSM 11293,SAMN00017394,PRJNA32637,GCA_000143985.1,Complete,4.65397,49,chromosome:NC_014364.1/CP002116.1,,1,4267,2010-07-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/985/GCA_000143985.1_ASM14398v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/985/GCF_000143985.1_ASM14398v1
Segniliparus rotundus DSM 44985,Bacteria;Terrabacteria group;Actinobacteria,DSM 44985,SAMN02598516,PRJNA37711,GCA_000092825.1,Complete,3.15753,66.8,chromosome:NC_014168.1/CP001958.1,,1,2998,2010-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/825/GCA_000092825.1_ASM9282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/825/GCF_000092825.1_ASM9282v1
Selenomonas sputigena ATCC 35185,Bacteria;Terrabacteria group;Firmicutes,ATCC 35185,SAMN00713607,PRJNA51247,GCA_000208405.1,Complete,2.56836,57.1,chromosome:NC_015437.1/CP002637.1,,1,2277,2011-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/405/GCA_000208405.1_ASM20840v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/405/GCF_000208405.1_ASM20840v1
Serinicoccus chungangensis,Bacteria;Terrabacteria group;Actinobacteria,CCUG 59777,SAMN11927947,PRJNA545772,GCA_006337125.1,Complete,3.46344,73.1,chromosome:NZ_CP040887.1/CP040887.1,,1,3034,2019-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/125/GCA_006337125.1_ASM633712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/125/GCF_006337125.1_ASM633712v1
Serpentinimonas raichei,Bacteria;Proteobacteria;Betaproteobacteria,A1,SAMD00000325,PRJDB1607,GCA_000828895.1,Complete,2.57401,66,chromosome:NZ_AP014568.1/AP014568.1,,1,2336,2014-05-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/895/GCA_000828895.1_ASM82889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/895/GCF_000828895.1_ASM82889v1
Serratia symbiotica,Bacteria;Proteobacteria;Gammaproteobacteria,24.1,SAMN13545458,PRJNA595064,GCA_009831665.3,Complete,3.21017,51.475,chromosome:NZ_CP072652.1/CP072652.1; plasmid pSsAf24.1-1:NZ_CP072650.1/CP072650.1; plasmid pSsAf24.1-2:NZ_CP072651.1/CP072651.1,,3,2668,2021-04-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/665/GCA_009831665.3_ASM983166v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/831/665/GCF_009831665.3_ASM983166v3
Shewanella baltica OS678,Bacteria;Proteobacteria;Gammaproteobacteria,OS678,SAMN00016780,PRJNA47019,GCA_000178875.2,Complete,5.36877,46.276,chromosome:NC_016901.1/CP002383.1; plasmid pSBAL67801:NC_016905.1/CP002384.1,,2,4432,2010-12-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/875/GCA_000178875.2_ASM17887v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/875/GCF_000178875.2_ASM17887v2
Shigella sonnei,Bacteria;Proteobacteria;Gammaproteobacteria,SE6-1,SAMN15244675,PRJNA639662,GCA_013374815.1,Complete,4.76277,50.7,chromosome:NZ_CP055292.1/CP055292.1,,1,4340,2020-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/815/GCA_013374815.1_ASM1337481v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/815/GCF_013374815.1_ASM1337481v1
Shimwellia blattae DSM 4481 = NBRC 105725,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 4481,SAMN02603253,PRJNA36307,GCA_000262305.1,Complete,4.15872,56.5,chromosome:NC_017910.1/CP001560.1,,1,3750,2012-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/305/GCA_000262305.1_ASM26230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/305/GCF_000262305.1_ASM26230v1
Shinella zoogloeoides,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 19623,SAMN21211842,PRJNA760276,GCA_020883495.1,Complete,4.84807,64.4485,chromosome:NZ_CP086610.1/CP086610.1; plasmid unnamed1:NZ_CP086611.1/CP086611.1; plasmid unnamed2:NZ_CP086612.1/CP086612.1; plasmid unnamed3:NZ_CP086613.1/CP086613.1; plasmid unnamed4:NZ_CP086614.1/CP086614.1,,5,4573,2021-11-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/883/495/GCA_020883495.1_ASM2088349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/883/495/GCF_020883495.1_ASM2088349v1
Siansivirga zeaxanthinifaciens CC-SAMT-1,Bacteria;FCB group;Bacteroidetes/Chlorobi group,CC-SAMT-1,SAMN03379851,PRJNA236449,GCA_000941055.1,Complete,3.30399,33.5,chromosome:NZ_CP007202.1/CP007202.1,,1,2777,2015-03-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/055/GCA_000941055.1_ASM94105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1
Sideroxydans lithotrophicus ES-1,Bacteria;Proteobacteria;Betaproteobacteria,ES-1,SAMN02598496,PRJNA33161,GCA_000025705.1,Complete,3.00366,57.5,chromosome:NC_013959.1/CP001965.1,,1,2947,2010-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/705/GCA_000025705.1_ASM2570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/705/GCF_000025705.1_ASM2570v1
Silicimonas algicola,Bacteria;Proteobacteria;Alphaproteobacteria,KC90,SAMN10396653,PRJNA504651,GCA_003970735.1,Complete,4.35166,65.3,chromosome:NZ_CP034588.1/CP034588.1,,1,4237,2018-12-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/735/GCA_003970735.1_ASM397073v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/735/GCF_003970735.1_ASM397073v1
Simkania negevensis Z,Bacteria;PVC group;Chlamydiae,Z,SAMEA2272380,PRJEA49035,GCA_000237205.1,Complete,2.62838,41.6242,chromosome gsn.131:NC_015713.1/FR872582.1; plasmid pSn:NC_015710.1/FR872581.1,,2,2329,2011-06-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/205/GCA_000237205.1_ASM23720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/205/GCF_000237205.1_ASM23720v1
Simonsiella muelleri ATCC 29453,Bacteria;Proteobacteria;Betaproteobacteria,ATCC 29453,SAMN06230011,PRJNA361301,GCA_002951835.1,Complete,2.46986,41.5,chromosome:NZ_CP019448.1/CP019448.1,,1,2346,2018-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/835/GCA_002951835.1_ASM295183v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/835/GCF_002951835.1_ASM295183v1
Simplicispira suum,Bacteria;Proteobacteria;Betaproteobacteria,SC1-8,SAMN08667344,PRJNA437505,GCA_003008595.1,Complete,4.15445,63.2506,chromosome:NZ_CP027669.1/CP027669.1; plasmid unnamed1:NZ_CP027670.1/CP027670.1; plasmid unnamed2:NZ_CP027671.1/CP027671.1,,3,3738,2018-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/008/595/GCA_003008595.1_ASM300859v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/595/GCF_003008595.1_ASM300859v1
Singulisphaera acidiphila DSM 18658,Bacteria;PVC group;Planctomycetes,DSM 18658,SAMN02232051,PRJNA52461,GCA_000242455.3,Complete,9.75569,62.2672,chromosome:NC_019892.1/CP003364.1; plasmid pSINAC01:NC_019893.1/CP003365.1; plasmid pSINAC02:NC_019894.1/CP003366.1; plasmid pSINAC03:NC_019895.1/CP003367.1,,4,7126,2012-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/455/GCA_000242455.3_ASM24245v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/455/GCF_000242455.2_ASM24245v3
Sinorhizobium meliloti 2011,Bacteria;Proteobacteria;Alphaproteobacteria,2011,SAMN02603522,PRJNA187276,GCA_000346065.1,Complete,6.69318,62.1598,chromosome:NC_020528.1/CP004140.1; plasmid pSymA:NC_020527.1/CP004138.1; plasmid pSymB:NC_020560.1/CP004139.1,,3,5992,2013-03-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/065/GCA_000346065.1_ASM34606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/065/GCF_000346065.1_ASM34606v1
Skermanella pratensis,Bacteria;Proteobacteria;Alphaproteobacteria,W17,SAMN09464431,PRJNA477274,GCA_008843145.1,Complete,5.86943,67.3,chromosome:NZ_CP030265.1/CP030265.1,,1,5228,2019-10-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/843/145/GCA_008843145.1_ASM884314v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/843/145/GCF_008843145.1_ASM884314v1
Skermania piniformis,Bacteria;Terrabacteria group;Actinobacteria,DSM 43998,SAMN20079133,PRJNA744068,GCA_019285775.1,Complete,4.23012,68.6,chromosome:NZ_CP079105.1/CP079105.1,,1,3785,2021-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/285/775/GCA_019285775.1_ASM1928577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/285/775/GCF_019285775.1_ASM1928577v1
Slackia heliotrinireducens,Bacteria;Terrabacteria group;Actinobacteria,NCTC11029,SAMEA44527918,PRJEB6403,GCA_900637575.1,Complete,3.16616,60.2,chromosome 1:NZ_LR134379.1/LR134379.1,,1,2736,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/575/GCA_900637575.1_52006_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/575/GCF_900637575.1_52006_A02
Sneathia vaginalis,Bacteria;Fusobacteria;Fusobacteriia,SN35,SAMN03380727,PRJNA276758,GCA_000973085.1,Complete,1.33022,28.4,chromosome:NZ_CP011280.1/CP011280.1,,1,1247,2015-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/085/GCA_000973085.1_ASM97308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/085/GCF_000973085.1_ASM97308v1
Snodgrassella alvi wkB2,Bacteria;Proteobacteria;Betaproteobacteria,wkB2,SAMN03081540,PRJNA167602,GCA_000600005.1,Complete,2.52798,41.3,chromosome:NZ_CP007446.1/CP007446.1,,1,2208,2014-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/005/GCA_000600005.1_ASM60000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/005/GCF_000600005.1_ASM60000v1
Sodaliphilus pleomorphus,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Oil-RF-744-WCA-WT-10,SAMN13152233,PRJNA561470,GCA_009676955.1,Complete,3.34067,54.4,chromosome:NZ_CP045696.1/CP045696.1,,1,2707,2019-11-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/676/955/GCA_009676955.1_ASM967695v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/676/955/GCF_009676955.1_ASM967695v1
Sodalis praecaptivus,Bacteria;Proteobacteria;Gammaproteobacteria,HS1,SAMN02641639,PRJNA199998,GCA_000517425.1,Complete,5.15942,57.125,chromosome:NZ_CP006569.1/CP006569.1; plasmid pHS1:NZ_CP006570.1/CP006570.1,,2,4388,2014-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/425/GCA_000517425.1_ASM51742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/425/GCF_000517425.1_ASM51742v1
Solibaculum mannosilyticum,Bacteria;Terrabacteria group;Firmicutes,12CBH8,SAMD00236452,PRJDB10248,GCA_015140235.1,Complete,2.54147,50.6,chromosome:NZ_AP023321.1/AP023321.1,,1,2279,2020-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/140/235/GCA_015140235.1_ASM1514023v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/140/235/GCF_015140235.1_ASM1514023v1
